external_id	study
K-562-SM-3GAFC.1	BONE_MARROW
K-562-SM-4TT1D.1	BONE_MARROW
K-562-SM-4M1XD.1	BONE_MARROW
K-562-SM-5GZZE.1	BONE_MARROW
K-562-SM-2TF4E.1	BONE_MARROW
K-562-SM-2TC5E.1	BONE_MARROW
K-562-SM-3K2BF.1	BONE_MARROW
K-562-SM-5LU8G.1	BONE_MARROW
K-562-SM-4WAWH.1	BONE_MARROW
K-562-SM-2S1RI.1	BONE_MARROW
K-562-SM-5O98J.1	BONE_MARROW
K-562-SM-4WWAK.1	BONE_MARROW
K-562-SM-5IFEL.1	BONE_MARROW
K-562-SM-2XCFL.1	BONE_MARROW
K-562-SM-5NQ6M.1	BONE_MARROW
K-562-SM-3DB9M.1	BONE_MARROW
K-562-SM-2YUNN.1	BONE_MARROW
K-562-SM-5L3FO.1	BONE_MARROW
K-562-SM-3GILO.1	BONE_MARROW
K-562-SM-2I5EP.1	BONE_MARROW
K-562-SM-32PMP.1	BONE_MARROW
K-562-SM-4YCCQ.1	BONE_MARROW
K-562-SM-5MR32.1	BONE_MARROW
K-562-SM-5LZWR.1	BONE_MARROW
K-562-SM-4U82S.1	BONE_MARROW
K-562-SM-5PNU4.1	BONE_MARROW
K-562-SM-5K7TT.1	BONE_MARROW
K-562-SM-4VBPT.1	BONE_MARROW
K-562-SM-5Q59U.1	BONE_MARROW
K-562-SM-5DUV6.1	BONE_MARROW
K-562-SM-5IJB7.1	BONE_MARROW
K-562-SM-57WAW.1	BONE_MARROW
K-562-SM-4OOR8.1	BONE_MARROW
K-562-SM-5LU2Y.1	BONE_MARROW
K-562-SM-4B66B.1	BONE_MARROW
K-562-SM-4AD4F.1	BONE_MARROW
K-562-SM-4JBIQ.1	BONE_MARROW
K-562-SM-47JYY.1	BONE_MARROW
K-562-SM-4KKZ9.1	BONE_MARROW
K-562-SM-3NMDG.1	BONE_MARROW
K-562-SM-2XCBH.1	BONE_MARROW
K-562-SM-3MJHH.1	BONE_MARROW
K-562-SM-3NB3I.1	BONE_MARROW
K-562-SM-3NMAP.1	BONE_MARROW
K-562-SM-5LZU1.1	BONE_MARROW
K-562-SM-4WKF1.1	BONE_MARROW
K-562-SM-5P9EQ.1	BONE_MARROW
K-562-SM-5QGOR.1	BONE_MARROW
K-562-SM-2HMJ2.1	BONE_MARROW
K-562-SM-2S1OR.1	BONE_MARROW
K-562-SM-2TF5R.1	BONE_MARROW
K-562-SM-5MR5S.1	BONE_MARROW
K-562-SM-4RGL3.1	BONE_MARROW
K-562-SM-59HJ4.1	BONE_MARROW
K-562-SM-51MQT.1	BONE_MARROW
K-562-SM-4QAR5.1	BONE_MARROW
K-562-SM-5CVL5.1	BONE_MARROW
K-562-SM-5PNWU.1	BONE_MARROW
K-562-SM-2S1Q5.1	BONE_MARROW
K-562-SM-5N9B7.1	BONE_MARROW
K-562-SM-2D7VW.1	BONE_MARROW
K-562-SM-2I3E7.1	BONE_MARROW
K-562-SM-33HC7.1	BONE_MARROW
K-562-SM-5IJDX.1	BONE_MARROW
K-562-SM-5N9DX.1	BONE_MARROW
K-562-SM-5J2LX.1	BONE_MARROW
K-562-SM-2XCE8.1	BONE_MARROW
K-562-SM-4RTUY.1	BONE_MARROW
K-562-SM-2D7VY.1	BONE_MARROW
K-562-SM-4GICD.1	BONE_MARROW
K-562-SM-46MWI.1	BONE_MARROW
K-562-SM-48FEU.1	BONE_MARROW
K-562-SM-4AT3W.1	BONE_MARROW
K-562-SM-43V9A.1	BONE_MARROW
K-562-SM-4MVNA.1	BONE_MARROW
K-562-SM-4RH3A.1	BONE_MARROW
K-562-SM-5E43B.1	BONE_MARROW
K-562-SM-7189B.1	BONE_MARROW
K-562-SM-7KFRB.1	BONE_MARROW
K-562-SM-7LG4B.1	BONE_MARROW
K-562-SM-7P8RB.1	BONE_MARROW
K-562-SM-9HWOB.1	BONE_MARROW
K-562-SM-E9EZC.1	BONE_MARROW
K-562-SM-4DXSD.1	BONE_MARROW
K-562-SM-4V81D.1	BONE_MARROW
K-562-SM-9HWOD.1	BONE_MARROW
K-562-SM-4R59E.1	BONE_MARROW
K-562-SM-7DUEE.1	BONE_MARROW
K-562-SM-731AF.1	BONE_MARROW
K-562-SM-7938F.1	BONE_MARROW
K-562-SM-9HWPF.1	BONE_MARROW
K-562-SM-9HWQF.1	BONE_MARROW
K-562-SM-9HWQG.1	BONE_MARROW
K-562-SM-4T8CH.1	BONE_MARROW
K-562-SM-7MGVH.1	BONE_MARROW
K-562-SM-6ETZI.1	BONE_MARROW
K-562-SM-73KWI.1	BONE_MARROW
K-562-SM-79OJI.1	BONE_MARROW
K-562-SM-7DHKI.1	BONE_MARROW
K-562-SM-7KUKI.1	BONE_MARROW
K-562-SM-9HWOI.1	BONE_MARROW
K-562-SM-E9EZI.1	BONE_MARROW
K-562-SM-5HL4J.1	BONE_MARROW
K-562-SM-9HWOK.1	BONE_MARROW
K-562-SM-9JGFK.1	BONE_MARROW
K-562-SM-9HWPM.1	BONE_MARROW
K-562-SM-4SOLN.1	BONE_MARROW
K-562-SM-7RHFN.1	BONE_MARROW
K-562-SM-9HWPN.1	BONE_MARROW
K-562-SM-E9EYN.1	BONE_MARROW
K-562-SM-9MQJO.1	BONE_MARROW
K-562-SM-E9EYO.1	BONE_MARROW
K-562-SM-E9EZO.1	BONE_MARROW
K-562-SM-9HWNP.1	BONE_MARROW
K-562-SM-9HWOP.1	BONE_MARROW
K-562-SM-E9EYP.1	BONE_MARROW
K-562-SM-26GMQ.1	BONE_MARROW
K-562-SM-32QPQ.1	BONE_MARROW
K-562-SM-3LK7S.1	BONE_MARROW
GTEX-T6MN-0011-R1A-SM-32QOY.1	BRAIN
GTEX-WWYW-3126-SM-3NB39.1	BRAIN
GTEX-WVLH-3026-SM-3MJG9.1	BRAIN
GTEX-11DXW-0011-R7b-SM-DO119.1	BRAIN
GTEX-11DZ1-0011-R3a-SM-DNZYY.1	BRAIN
GTEX-11GS4-0011-R1a-SM-DO129.1	BRAIN
GTEX-11PRG-0011-R11b-SM-DNZZY.1	BRAIN
GTEX-14BIM-3026-SM-7EWCY.1	BRAIN
GTEX-14LZ3-0011-R10b-SM-6AJA9.1	BRAIN
GTEX-14PJM-0011-R3b-SM-5ZZV9.1	BRAIN
GTEX-14PJO-0011-R3a-SM-6AJBY.1	BRAIN
GTEX-14PJO-0011-R9b-SM-62LE9.1	BRAIN
GTEX-14PN4-0011-R2a-SM-6EU2Y.1	BRAIN
GTEX-14PN4-0011-R9a-SM-6LLH9.1	BRAIN
GTEX-15CHQ-0011-R3b-SM-686ZY.1	BRAIN
GTEX-15DCD-0011-R3b-SM-69LOY.1	BRAIN
GTEX-15DYW-0011-R2b-SM-7KUKY.1	BRAIN
GTEX-15EO6-0011-R3b-SM-7KUDY.1	BRAIN
GTEX-15G19-0011-R7b-SM-6M479.1	BRAIN
GTEX-15RJE-0011-R7a-SM-7DHL9.1	BRAIN
GTEX-16GPK-3026-SM-79ON9.1	BRAIN
GTEX-16Z82-0011-R2b-SM-79OK9.1	BRAIN
GTEX-17EVP-0011-R3a-SM-7EPI9.1	BRAIN
GTEX-17EVP-0011-R6b-SM-7LT99.1	BRAIN
GTEX-17EVP-0011-R8b-SM-7DUF9.1	BRAIN
GTEX-17EVQ-0011-R9b-SM-79OJY.1	BRAIN
GTEX-17F97-0011-R1b-SM-7IGM9.1	BRAIN
GTEX-17F97-0011-R7b-SM-7MGVY.1	BRAIN
GTEX-17HII-0011-R10a-SM-79OMY.1	BRAIN
GTEX-17JCI-0011-R11a-SM-7189Y.1	BRAIN
GTEX-18465-3026-SM-7LG6Y.1	BRAIN
GTEX-1A3MX-0011-R6a-SM-7P8S9.1	BRAIN
GTEX-1B996-0011-R3b-SM-9QEGY.1	BRAIN
GTEX-1BAJH-0011-R10a-SM-7MXT9.1	BRAIN
GTEX-1BAJH-3126-SM-7MGXY.1	BRAIN
GTEX-1C64N-0011-R6a-SM-7IGO9.1	BRAIN
GTEX-1C6VS-0011-R5a-SM-7MXU9.1	BRAIN
GTEX-1CB4J-0011-R5a-SM-9WG5Y.1	BRAIN
GTEX-1E2YA-0011-R1b-SM-CJI29.1	BRAIN
GTEX-1EMGI-0011-R10a-SM-9OSWY.1	BRAIN
GTEX-1EMGI-0011-R3b-SM-CE6R9.1	BRAIN
GTEX-1EU9M-0011-R3a-SM-9QEHY.1	BRAIN
GTEX-1F48J-0011-R3b-SM-9OSVY.1	BRAIN
GTEX-1F52S-0011-R1a-SM-9OSX9.1	BRAIN
GTEX-1F6I4-0011-R3a-SM-9QEH9.1	BRAIN
GTEX-1F75A-0011-R8a-SM-CL539.1	BRAIN
GTEX-1F7RK-0011-R10b-SM-ARU7Y.1	BRAIN
GTEX-1GN73-0011-R8b-SM-CKZNY.1	BRAIN
GTEX-1GN73-3126-SM-9KNTY.1	BRAIN
GTEX-1GZ2Q-0011-R1a-SM-CJI2Y.1	BRAIN
GTEX-1GZ4I-0011-R4a-SM-9QEI9.1	BRAIN
GTEX-1H1ZS-0011-R10b-SM-A9SK9.1	BRAIN
GTEX-1H3VE-0011-R7b-SM-CE6S9.1	BRAIN
GTEX-1HB9E-0011-R11b-SM-ARU79.1	BRAIN
GTEX-1HBPH-0011-R3a-SM-A96RY.1	BRAIN
GTEX-1HBPH-3026-SM-9WPNY.1	BRAIN
GTEX-1HGF4-0011-R8b-SM-CKZP9.1	BRAIN
GTEX-1HGF4-0011-R9a-SM-ADEH9.1	BRAIN
GTEX-1HGF4-3026-SM-A8N89.1	BRAIN
GTEX-1HR98-0011-R9b-SM-ARL79.1	BRAIN
GTEX-1HSMO-0011-R10a-SM-CL54Y.1	BRAIN
GTEX-1HT8W-0011-R2a-SM-CMKH9.1	BRAIN
GTEX-1HT8W-0011-R6a-SM-CM2SY.1	BRAIN
GTEX-1HT8W-2926-SM-A8NA9.1	BRAIN
GTEX-1HUB1-0011-R5a-SM-CKZOY.1	BRAIN
GTEX-1I19N-0011-R11b-SM-ARU6Y.1	BRAIN
GTEX-1I1CD-0011-R6b-SM-CJI3Y.1	BRAIN
GTEX-1I1GV-0011-R1a-SM-CL559.1	BRAIN
GTEX-1I1GV-3026-SM-CNNR9.1	BRAIN
GTEX-1I1HK-0011-R6b-SM-CM2T9.1	BRAIN
GTEX-1I1HK-0011-R8b-SM-E8VN9.1	BRAIN
GTEX-1IKK5-0011-R3b-SM-C1YRY.1	BRAIN
GTEX-1IKK5-0011-R6b-SM-A9SLY.1	BRAIN
GTEX-1IKK5-0011-R7b-SM-A9G39.1	BRAIN
GTEX-1IY9M-0011-R2a-SM-D4P29.1	BRAIN
GTEX-1IY9M-0011-R7a-SM-D4P49.1	BRAIN
GTEX-1J1OQ-0011-R10a-SM-A9G1Y.1	BRAIN
GTEX-1J8EW-0011-R4b-SM-ARU89.1	BRAIN
GTEX-1JMLX-0011-R6b-SM-EXUT9.1	BRAIN
GTEX-1JMPZ-0011-R5b-SM-EYYWY.1	BRAIN
GTEX-1JMQJ-0011-R11a-SM-EXOJY.1	BRAIN
GTEX-1LKK1-3126-SM-EWRNY.1	BRAIN
GTEX-1LVAO-0011-R9a-SM-EZ6MY.1	BRAIN
GTEX-1N2EE-0011-R3b-SM-EXURY.1	BRAIN
GTEX-1R46S-3126-SM-DPRZ9.1	BRAIN
GTEX-1R9K4-0011-R11a-SM-EZ6N9.1	BRAIN
GTEX-1R9K4-3126-SM-DTX9Y.1	BRAIN
GTEX-12WSD-0011-R4b-SM-5LZUA.1	BRAIN
GTEX-ZF28-0011-R3a-SM-4WWDA.1	BRAIN
GTEX-13FLV-0011-R9b-SM-5L3DA.1	BRAIN
GTEX-1313W-0011-R1b-SM-5EQ4A.1	BRAIN
GTEX-13X6J-0011-R8b-SM-5PNUA.1	BRAIN
GTEX-1313W-0011-R10b-SM-5DUXA.1	BRAIN
GTEX-14BIN-0011-R10a-SM-5S2UA.1	BRAIN
GTEX-13X6J-0011-R10b-SM-5PNWA.1	BRAIN
GTEX-13CZV-0011-R5a-SM-5K7XA.1	BRAIN
GTEX-131XH-0011-R1a-SM-5DUWA.1	BRAIN
GTEX-131YS-0011-R7a-SM-5IJDA.1	BRAIN
GTEX-139TT-2626-SM-5LZUB.1	BRAIN
GTEX-14ASI-0011-R8b-SM-5S2UB.1	BRAIN
GTEX-131YS-0011-R5b-SM-5K7YB.1	BRAIN
GTEX-ZAB4-0011-R4a-SM-4SOKB.1	BRAIN
GTEX-12ZZX-0011-R1a-SM-5EQ6B.1	BRAIN
GTEX-131YS-0011-R3b-SM-5DUXB.1	BRAIN
GTEX-13X6J-0011-R6a-SM-5PNUB.1	BRAIN
GTEX-14BIM-0011-R6b-SM-5S2VB.1	BRAIN
GTEX-ZVZQ-0011-R7b-SM-57WBB.1	BRAIN
GTEX-13PVQ-0011-R9b-SM-5LU3B.1	BRAIN
GTEX-12WSD-0011-R2a-SM-5LZWB.1	BRAIN
GTEX-ZE7O-0011-R11a-SM-57WBC.1	BRAIN
GTEX-13FXS-0011-R7a-SM-5L3FC.1	BRAIN
GTEX-13OW8-2826-SM-5L3GC.1	BRAIN
GTEX-13JVG-0011-R4a-SM-5MR4C.1	BRAIN
GTEX-13VXU-2926-SM-5LU5C.1	BRAIN
GTEX-144FL-3026-SM-5O99C.1	BRAIN
GTEX-14ABY-0011-R11a-SM-5SI7C.1	BRAIN
GTEX-13X6I-0011-R1b-SM-5PNZC.1	BRAIN
GTEX-X261-3126-SM-4PQZC.1	BRAIN
GTEX-13X6J-0011-R7b-SM-5PNUC.1	BRAIN
GTEX-ZUA1-0011-R6b-SM-4YCDD.1	BRAIN
GTEX-11ZTS-3226-SM-5EGID.1	BRAIN
GTEX-13OVJ-0011-R9b-SM-5L3GD.1	BRAIN
GTEX-13N1W-0011-R11a-SM-5MR3D.1	BRAIN
GTEX-139TT-0011-R1a-SM-5LZVD.1	BRAIN
GTEX-13FHO-0011-R7b-SM-5LZXD.1	BRAIN
GTEX-12WSA-2926-SM-5EQ4D.1	BRAIN
GTEX-13OW5-0011-R1b-SM-5L3GE.1	BRAIN
GTEX-13JVG-0011-R8a-SM-5KM3E.1	BRAIN
GTEX-RNOR-0011-R3A-SM-5SI8E.1	BRAIN
GTEX-11DXY-3226-SM-5GIDE.1	BRAIN
GTEX-ZUA1-0011-R3a-SM-4YCEE.1	BRAIN
GTEX-13FLV-0011-R8a-SM-5LZZE.1	BRAIN
GTEX-13NZA-0011-R1b-SM-5LUAF.1	BRAIN
GTEX-12WS9-0011-R3a-SM-5CVNF.1	BRAIN
GTEX-13CIG-0011-R3b-SM-5K7XF.1	BRAIN
GTEX-13QIC-2926-SM-5J2NF.1	BRAIN
GTEX-13FLW-0011-R10b-SM-5LZZF.1	BRAIN
GTEX-ZAB4-0011-R8b-SM-4SOKF.1	BRAIN
GTEX-13JVG-0011-R3b-SM-5LZXF.1	BRAIN
GTEX-144GL-2926-SM-5O99F.1	BRAIN
GTEX-1445S-0011-R6b-SM-5PNUF.1	BRAIN
GTEX-13NYB-0011-R1b-SM-5KM4F.1	BRAIN
GTEX-1477Z-0011-R10b-SM-5S2RF.1	BRAIN
GTEX-13N1W-0011-R7b-SM-5MR4F.1	BRAIN
GTEX-NL3H-0011-R8a-SM-5S2VF.1	BRAIN
GTEX-132Q8-3026-SM-5PNVG.1	BRAIN
GTEX-145MG-0011-R10a-SM-5PNWG.1	BRAIN
GTEX-ZAB4-0011-R9a-SM-4SOKG.1	BRAIN
GTEX-13JUV-0011-R7b-SM-5LZZG.1	BRAIN
GTEX-13FHO-0011-R1b-SM-5KLZG.1	BRAIN
GTEX-13OW6-0011-R2a-SM-5L3HG.1	BRAIN
GTEX-13NYS-0011-R2b-SM-5MR4G.1	BRAIN
GTEX-Z93S-0011-R2a-SM-4RGNG.1	BRAIN
GTEX-13O3O-0011-R11b-SM-5KM4G.1	BRAIN
GTEX-ZVZQ-0011-R9a-SM-51MRH.1	BRAIN
GTEX-145MH-0011-R7a-SM-5PNWH.1	BRAIN
GTEX-11NV4-0011-R7a-SM-57WDH.1	BRAIN
GTEX-13JVG-3126-SM-5L3FH.1	BRAIN
GTEX-13CZV-0011-R7b-SM-5LZXH.1	BRAIN
GTEX-13JUV-0011-R11a-SM-5LZYH.1	BRAIN
GTEX-13PL6-0011-R9b-SM-5O9CH.1	BRAIN
GTEX-ZAB4-0011-R10a-SM-4SOKH.1	BRAIN
GTEX-ZDXO-2126-SM-4WKFI.1	BRAIN
GTEX-12WSM-0011-R3b-SM-5LZWI.1	BRAIN
GTEX-13QJC-0011-R6a-SM-5S2VI.1	BRAIN
GTEX-13SLW-0011-R10a-SM-5S2UI.1	BRAIN
GTEX-13NZA-0011-R9b-SM-5MR5I.1	BRAIN
GTEX-X4EP-0011-R9B-SM-4QASI.1	BRAIN
GTEX-ZUA1-0011-R11b-SM-51MTI.1	BRAIN
GTEX-13VXU-0011-R4b-SM-5O9CI.1	BRAIN
GTEX-13X6I-0011-R10a-SM-5PNWI.1	BRAIN
GTEX-Z93S-0011-R5b-SM-4RGNI.1	BRAIN
GTEX-ZVT3-0011-R11b-SM-57WBI.1	BRAIN
GTEX-13QIC-0011-R1a-SM-5O9CJ.1	BRAIN
GTEX-139UC-0011-R11a-SM-5KM3J.1	BRAIN
GTEX-144GL-0011-R5b-SM-5PNUJ.1	BRAIN
GTEX-12ZZX-0011-R11a-SM-5DUVJ.1	BRAIN
GTEX-13SLX-0011-R4a-SM-5O9BJ.1	BRAIN
GTEX-Z93S-0011-R6b-SM-4RGNJ.1	BRAIN
GTEX-13IVO-0011-R3b-SM-5IJBJ.1	BRAIN
GTEX-131XH-0011-R10a-SM-5EGLJ.1	BRAIN
GTEX-Z93S-0011-R7b-SM-4RGNK.1	BRAIN
GTEX-1399T-0011-R5b-SM-5IJDK.1	BRAIN
GTEX-RVPU-0011-R4A-SM-5SI8K.1	BRAIN
GTEX-11TTK-2826-SM-5GU5K.1	BRAIN
GTEX-13NZA-0011-R5b-SM-5KM4K.1	BRAIN
GTEX-WVLH-0011-R1A-SM-4MVOK.1	BRAIN
GTEX-12WSF-0011-R5a-SM-5HL8K.1	BRAIN
GTEX-13O3O-0011-R1b-SM-5KM2K.1	BRAIN
GTEX-13VXU-3026-SM-5LU3K.1	BRAIN
GTEX-13O3O-0011-R8b-SM-5LUAL.1	BRAIN
GTEX-11GSP-3126-SM-5A5LL.1	BRAIN
GTEX-11ZUS-2926-SM-5FQSL.1	BRAIN
GTEX-13FHP-0011-R1b-SM-5K7XL.1	BRAIN
GTEX-13OVH-0011-R5b-SM-5KM4L.1	BRAIN
GTEX-13O3Q-0011-R1b-SM-5KM3L.1	BRAIN
GTEX-Z93S-2826-SM-57WBL.1	BRAIN
GTEX-12ZZX-0011-R6a-SM-5HL8L.1	BRAIN
GTEX-12WSC-0011-R7b-SM-5LU9L.1	BRAIN
GTEX-145LS-0011-R6b-SM-5PNWL.1	BRAIN
GTEX-13FXS-0011-R11a-SM-5L3DM.1	BRAIN
GTEX-11OC5-0626-SM-5HL6M.1	BRAIN
GTEX-Z93S-0011-R10a-SM-4RGNM.1	BRAIN
GTEX-12WSB-3026-SM-59HKM.1	BRAIN
GTEX-14BIM-0011-R5b-SM-5S2RM.1	BRAIN
GTEX-12ZZZ-0011-R5a-SM-5EQ4M.1	BRAIN
GTEX-13X6I-0011-R3b-SM-5P9HM.1	BRAIN
GTEX-ZVT3-2926-SM-5GU6M.1	BRAIN
GTEX-13OW7-0011-R5b-SM-5O9DM.1	BRAIN
GTEX-12WSH-0011-R11a-SM-5LZVM.1	BRAIN
GTEX-1399T-0011-R2b-SM-5DUXM.1	BRAIN
GTEX-11WQK-0011-R9b-SM-5BC6N.1	BRAIN
GTEX-13FLW-0011-R6b-SM-5L3EN.1	BRAIN
GTEX-ZXG5-0011-R5b-SM-57WBN.1	BRAIN
GTEX-131YS-0011-R10b-SM-5EQ5N.1	BRAIN
GTEX-1313W-0011-R11a-SM-5DUXN.1	BRAIN
GTEX-YJ89-0011-R6a-SM-4V6GN.1	BRAIN
GTEX-14ABY-0011-R4b-SM-5S2VN.1	BRAIN
GTEX-147F4-0011-R8b-SM-5S2UN.1	BRAIN
GTEX-12ZZW-0011-R5a-SM-5DUVN.1	BRAIN
GTEX-13QJC-0011-R2b-SM-5PNUN.1	BRAIN
GTEX-12WSD-0011-R3b-SM-5LZWN.1	BRAIN
GTEX-13X6I-0011-R11a-SM-5P9HN.1	BRAIN
GTEX-12WSM-0011-R6b-SM-5EQ6N.1	BRAIN
GTEX-13X6K-0011-R4b-SM-5P9HO.1	BRAIN
GTEX-ZAB4-0011-R1a-SM-4RGNO.1	BRAIN
GTEX-139T8-0011-R5b-SM-5J1MO.1	BRAIN
GTEX-YJ89-0011-R7a-SM-4V6GO.1	BRAIN
GTEX-13NYS-0011-R4b-SM-5MR3O.1	BRAIN
GTEX-12ZZY-2926-SM-5DUXO.1	BRAIN
GTEX-13FXS-3026-SM-5LZYO.1	BRAIN
GTEX-Y8DK-0011-R1A-SM-4RGLO.1	BRAIN
GTEX-1313W-0011-R6a-SM-5K7XO.1	BRAIN
GTEX-ZVT3-0011-R7a-SM-57WCO.1	BRAIN
GTEX-ZE7O-0011-R5a-SM-57WBO.1	BRAIN
GTEX-ZE9C-0011-R5a-SM-5EGLO.1	BRAIN
GTEX-11EI6-3026-SM-5GZZO.1	BRAIN
GTEX-13JVG-0011-R5a-SM-5MR4O.1	BRAIN
GTEX-11GSP-3226-SM-5986O.1	BRAIN
GTEX-11UD1-0011-R5b-SM-5P9FP.1	BRAIN
GTEX-13OVJ-0011-R2b-SM-5L3GP.1	BRAIN
GTEX-ZUA1-0011-R7b-SM-4YCDP.1	BRAIN
GTEX-13JVG-0011-R10b-SM-5KM2P.1	BRAIN
GTEX-144GL-0011-R3a-SM-5P9HP.1	BRAIN
GTEX-11TTK-2926-SM-5PNYP.1	BRAIN
GTEX-12ZZW-2926-SM-5LZUP.1	BRAIN
GTEX-117XS-3126-SM-5GIDP.1	BRAIN
GTEX-YFC4-0011-R3a-SM-4RGLP.1	BRAIN
GTEX-13FHO-0011-R6b-SM-5LZX1.1	BRAIN
GTEX-13OW8-0011-R5b-SM-5L3FQ.1	BRAIN
GTEX-13FHO-0011-R11b-SM-5LZYQ.1	BRAIN
GTEX-11GSP-0011-R6b-SM-57WBQ.1	BRAIN
GTEX-X4XX-0011-R7A-SM-46MWR.1	BRAIN
GTEX-11GSO-0011-R3b-SM-57WB2.1	BRAIN
GTEX-13RTJ-0011-R5a-SM-5P9HR.1	BRAIN
GTEX-13CIG-0011-R5b-SM-5L3F2.1	BRAIN
GTEX-144GO-0011-R5a-SM-5PNUR.1	BRAIN
GTEX-147GR-0011-R4a-SM-5S2V2.1	BRAIN
GTEX-11OF3-0011-R11a-SM-57WCR.1	BRAIN
GTEX-Y8DK-0011-R11A-SM-4SOK2.1	BRAIN
GTEX-1212Z-0011-R1b-SM-5BC72.1	BRAIN
GTEX-13X6K-0011-R10a-SM-5P9JR.1	BRAIN
GTEX-11OF3-0011-R8b-SM-57WCS.1	BRAIN
GTEX-11GSO-0011-R1b-SM-57WD3.1	BRAIN
GTEX-13QJC-0011-R10a-SM-5SI63.1	BRAIN
GTEX-145LS-3026-SM-5O99S.1	BRAIN
GTEX-13PVQ-3026-SM-5SI93.1	BRAIN
GTEX-13FHO-2926-SM-5L3ES.1	BRAIN
GTEX-12WSH-0011-R6b-SM-5P9F4.1	BRAIN
GTEX-12WSA-0011-R10b-SM-5P9ET.1	BRAIN
GTEX-145LS-0011-R4b-SM-5S2UT.1	BRAIN
GTEX-13JUV-0011-R1a-SM-5LZY4.1	BRAIN
GTEX-13FLV-0011-R6a-SM-5KLZ4.1	BRAIN
GTEX-YFC4-0011-R9a-SM-4SOK4.1	BRAIN
GTEX-13OW6-0011-R7b-SM-5L3H4.1	BRAIN
GTEX-13G51-0011-R6b-SM-5LZX4.1	BRAIN
GTEX-13N2G-0011-R4b-SM-5MR54.1	BRAIN
GTEX-13PVQ-0011-R11a-SM-5O9DU.1	BRAIN
GTEX-12WSF-0011-R2a-SM-5DUVU.1	BRAIN
GTEX-13OVH-0011-R8b-SM-5MR35.1	BRAIN
GTEX-13OW8-0011-R8a-SM-5L3G5.1	BRAIN
GTEX-13X6J-0011-R3b-SM-5P9K5.1	BRAIN
GTEX-12WSD-0011-R6b-SM-5P9JU.1	BRAIN
GTEX-13S7M-0011-R11b-SM-5P9HU.1	BRAIN
GTEX-13O3Q-2926-SM-5KM45.1	BRAIN
GTEX-11O72-2926-SM-5BC4V.1	BRAIN
GTEX-13N1W-0011-R8a-SM-5MR56.1	BRAIN
GTEX-13PVQ-0011-R3b-SM-5O9D6.1	BRAIN
GTEX-13CF2-0011-R7b-SM-5K7UV.1	BRAIN
GTEX-13OVJ-0011-R1b-SM-5L3I6.1	BRAIN
GTEX-ZAB4-2926-SM-57WCV.1	BRAIN
GTEX-11EMC-3226-SM-5EGKW.1	BRAIN
GTEX-12ZZW-0011-R3a-SM-5DUWW.1	BRAIN
GTEX-12ZZZ-0011-R4b-SM-5DUV7.1	BRAIN
GTEX-12WSD-3026-SM-5LZU7.1	BRAIN
GTEX-13S7M-0011-R9a-SM-5O9DW.1	BRAIN
GTEX-13FXS-0011-R6b-SM-5L3F7.1	BRAIN
GTEX-13OVJ-2826-SM-5L3GW.1	BRAIN
GTEX-13O3Q-0011-R7a-SM-5KM38.1	BRAIN
GTEX-13QIC-3026-SM-5LU58.1	BRAIN
GTEX-1399T-0011-R8b-SM-5IJD8.1	BRAIN
GTEX-13S7M-0011-R6b-SM-5O9D8.1	BRAIN
GTEX-139TS-3126-SM-5LZWX.1	BRAIN
GTEX-13CF2-0011-R8b-SM-5IJCX.1	BRAIN
GTEX-11OF3-2926-SM-5HL78.1	BRAIN
GTEX-WZTO-0011-R11A-SM-4E3K9.1	BRAIN
GTEX-X261-0011-R11A-SM-4E3JY.1	BRAIN
GTEX-X585-0011-R10A-SM-46MUY.1	BRAIN
GTEX-12WSM-0011-R5a-SM-5EQ4Y.1	BRAIN
GTEX-14BIN-0011-R11a-SM-5SI79.1	BRAIN
GTEX-14ASI-0011-R1b-SM-5S2TY.1	BRAIN
GTEX-131YS-0011-R9b-SM-5EQLY.1	BRAIN
GTEX-145LU-2626-SM-5LU9Z.1	BRAIN
GTEX-14ASI-0011-R6a-SM-5S2UZ.1	BRAIN
GTEX-132Q8-0011-R2b-SM-5EQ5Z.1	BRAIN
GTEX-1313W-3026-SM-5LZUZ.1	BRAIN
GTEX-12WSC-2926-SM-5BC5Z.1	BRAIN
GTEX-145MI-0011-R7b-SM-5Q5AZ.1	BRAIN
GTEX-XMD1-0011-R10A-SM-4AT4A.1	BRAIN
GTEX-WZTO-0011-R10B-SM-4E3KB.1	BRAIN
GTEX-X585-0011-R2B-SM-46MVF.1	BRAIN
GTEX-X585-3026-SM-46MWF.1	BRAIN
GTEX-X585-0011-R5A-SM-46MVI.1	BRAIN
GTEX-XOTO-0011-R8A-SM-4B65J.1	BRAIN
GTEX-X4XX-0011-R6B-SM-46MWP.1	BRAIN
GTEX-X261-0011-R8A-SM-4E3I5.1	BRAIN
GTEX-XOTO-0011-R5A-SM-4B657.1	BRAIN
GTEX-X585-0011-R8A-SM-46MUX.1	BRAIN
GTEX-X4XY-0011-R8A-SM-46MVC.1	BRAIN
GTEX-WHSE-3026-SM-3P5ZH.2	BRAIN
GTEX-WHSE-3026-SM-3P5ZH.3	BRAIN
GTEX-WHSE-0011-R1A-SM-3P5ZK.2	BRAIN
GTEX-WHSE-0011-R1A-SM-3P5ZK.3	BRAIN
GTEX-WHSE-0011-R3A-SM-3P5ZM.2	BRAIN
